iter	Logloss
297	0.2349800902
298	0.2347356002
299	0.2345047323
300	0.2343928931
301	0.2342482354
302	0.2341374371
303	0.2340654583
304	0.2338882823
305	0.2337188247
306	0.2333868433
307	0.2331984587
308	0.2329496547
309	0.2328094656
310	0.232656551
311	0.2324486364
312	0.2322253635
313	0.2319728428
314	0.231837451
315	0.2316527466
316	0.2313140668
317	0.2312019879
318	0.2310092819
319	0.2308171731
320	0.2306338624
321	0.2304677663
322	0.2302545206
323	0.2301678866
324	0.2299814152
325	0.229663924
326	0.2295243614
327	0.2293985388
328	0.2290802434
329	0.2289522327
330	0.2287484066
331	0.2285571166
332	0.228359418
333	0.2282606164
334	0.2280835039
335	0.2278861077
336	0.2277338778
337	0.2274655289
338	0.2272393657
339	0.2269478336
340	0.2266115782
341	0.2262492612
342	0.2259911715
343	0.2258113129
344	0.2255118503
345	0.2253621843
346	0.2251631489
347	0.224917774
348	0.2247993313
349	0.2246657758
350	0.2244306292
351	0.2241856846
352	0.2240036842
353	0.2238692814
354	0.2237277978
355	0.2234546048
356	0.2233603453
357	0.2232819648
358	0.2230817817
359	0.2228403845
360	0.2226293273
361	0.2225130185
362	0.2223614527
363	0.2221148026
364	0.2219599382
365	0.2217695526
366	0.2216335256
367	0.2214452157
368	0.2212750908
369	0.2212008821
370	0.2210902672
371	0.2206894895
372	0.220536307
373	0.2204367183
374	0.2202950681
375	0.2200374312
376	0.2198170378
377	0.2197281548
378	0.2195258273
379	0.2193577026
380	0.2191469602
381	0.2189806133
382	0.2185163201
383	0.2184212411
384	0.2182852602
385	0.2181494683
386	0.218016324
387	0.2178224684
388	0.217723206
389	0.2176195647
390	0.2174586238
391	0.2170826205
392	0.2169374964
393	0.2167827228
394	0.2166441588
395	0.2165313143
396	0.2161577449
397	0.2159712344
398	0.215830134
399	0.2157486052
400	0.2155144748
401	0.2151948115
402	0.2150542472
403	0.2149414057
404	0.2147973383
405	0.2146624592
406	0.214476057
407	0.2142979651
408	0.214150026
409	0.2140103893
410	0.2138802358
411	0.213754252
412	0.2136326753
413	0.21353489
414	0.2134746229
415	0.2133446865
416	0.2132294489
417	0.2130228247
418	0.2129234461
419	0.212813649
420	0.2126431284
421	0.2125087319
422	0.2123871382
423	0.2121338617
424	0.2120423038
425	0.2118309183
426	0.211724845
427	0.2112674724
428	0.2111049822
429	0.210929909
430	0.210689188
431	0.2104912285
432	0.2103986376
433	0.2101251512
434	0.2100095262
435	0.2098608522
436	0.2096518339
437	0.2095329136
438	0.2094196317
439	0.2092641376
440	0.2089819813
441	0.20875175
442	0.2085313161
443	0.2084235075
444	0.2083042647
445	0.2082089887
446	0.2079638368
447	0.2078523245
448	0.2073243564
449	0.2072032202
450	0.2069869588
451	0.2066437409
452	0.2064237437
453	0.2062197526
454	0.2060916432
455	0.2059108846
456	0.205742709
457	0.2056376035
458	0.2051764894
459	0.2050425214
460	0.204967677
461	0.2048100305
462	0.2047125068
463	0.2045653449
464	0.2044532926
465	0.2043224657
466	0.2041396026
467	0.2040399115
468	0.2037538085
469	0.2036053522
470	0.2035111796
471	0.2034249497
472	0.2032545725
473	0.2030718569
474	0.2028302446
475	0.2026847574
476	0.20258893
477	0.2024734223
478	0.202285814
479	0.2021774428
480	0.2019544185
481	0.2018247318
482	0.2016375229
483	0.2014279285
484	0.2013324805
485	0.2012106859
486	0.2010632461
487	0.2009140315
488	0.2008362223
489	0.2006709521
490	0.200571811
491	0.2004320845
492	0.200325002
493	0.2001631483
494	0.2000746934
495	0.1998823577
496	0.1998179643
497	0.1997097836
498	0.199579013
499	0.1994980382
500	0.1993814012
501	0.1992246708
502	0.1991068708
503	0.1989966723
504	0.1988656623
505	0.1987439745
506	0.198621415
507	0.1985393688
508	0.1984597968
509	0.1983656393
510	0.198274595
511	0.1980835641
512	0.1979422973
513	0.1978627562
514	0.1977588973
515	0.1976102273
516	0.1975033204
517	0.197405244
518	0.1972454268
519	0.1971510966
520	0.1969298768
521	0.1967788704
522	0.1966798866
523	0.1965447259
524	0.1964067215
525	0.1963082341
526	0.1961752694
527	0.1960917922
528	0.195984212
529	0.1958706034
530	0.1957071141
531	0.1955834868
532	0.1955056756
533	0.1953927544
534	0.1953281353
535	0.195165477
536	0.1951222769
537	0.1949588583
538	0.1948537394
539	0.1947772391
540	0.1946333113
541	0.1944522224
542	0.1943626803
543	0.1942604839
544	0.1941504462
545	0.1940403869
546	0.1939349489
547	0.1938584557
548	0.1937639159
549	0.1936649063
550	0.1935457587
551	0.1934641446
552	0.1933759293
553	0.1932926062
554	0.193151997
555	0.1930401391
556	0.1929160139
557	0.1927879502
558	0.1926992664
559	0.1925737576
560	0.1924477936
561	0.192364311
562	0.1922408392
563	0.1921242894
564	0.1920116124
565	0.1919063617
566	0.1918742535
567	0.191777503
568	0.1916225406
569	0.1914999542
570	0.1913952724
571	0.1912340406
572	0.1911365714
573	0.191001307
574	0.1908907709
575	0.1907463864
576	0.1905176183
577	0.1903844224
578	0.1902720135
579	0.1901045704
580	0.1899715889
581	0.1898747832
582	0.1897972159
583	0.189686712
584	0.1895656015
585	0.1894802626
586	0.1892775466
587	0.1892106225
588	0.1890206676
589	0.1888583151
590	0.1887147824
591	0.1885824521
592	0.1884947175
593	0.1883873558
594	0.1882755016
595	0.18820116
596	0.1881390303
597	0.1880046091
598	0.1879159168
599	0.1878569979
600	0.1877406998
601	0.1876295986
602	0.1874353836
603	0.1873005924
604	0.1870986769
605	0.1869670294
606	0.1868384249
607	0.1866314749
608	0.1865637511
609	0.1864286317
610	0.1862827747
611	0.1862132627
612	0.186185446
613	0.1861186028
614	0.186010124
615	0.1858361325
616	0.1856980736
617	0.1855910096
618	0.1855174141
619	0.1854037537
620	0.1853012159
621	0.185218482
622	0.1851166339
623	0.1850099839
624	0.1849545343
625	0.1848708631
626	0.184790962
627	0.184647126
628	0.1845212302
629	0.1844259459
630	0.1843453088
631	0.1842695278
632	0.1841639951
633	0.184015506
634	0.1839538694
635	0.1838117146
636	0.1837118083
637	0.1835940071
638	0.1835044766
639	0.18339512
640	0.1833316803
641	0.1832788197
642	0.1831733076
643	0.1830970178
644	0.183010114
645	0.1829261274
646	0.1828409019
647	0.1827586156
648	0.1826758524
649	0.1825566121
650	0.1824733658
651	0.1824126428
652	0.1823051002
653	0.1821264459
654	0.1820457802
655	0.1819816301
656	0.1818716684
657	0.1817965003
658	0.1816774796
659	0.1815848863
660	0.1814454077
661	0.1813567551
662	0.181186505
663	0.1810766788
664	0.1809861641
665	0.1808754426
666	0.1808222827
667	0.1806540761
668	0.1805616951
669	0.1803912821
670	0.1802875496
671	0.1802097745
672	0.18009108
673	0.1800339561
674	0.179911176
675	0.1798262768
676	0.1797219249
677	0.1796239473
678	0.1795334207
679	0.1794343655
680	0.1793246585
681	0.1792275761
682	0.1791391208
683	0.1790896416
684	0.1790155279
685	0.178932262
686	0.1788498519
687	0.1787350137
688	0.1786218959
689	0.1785429797
690	0.1784437794
691	0.1782828865
692	0.1781587099
693	0.1781223938
694	0.1780249295
695	0.1779526423
696	0.1778889525
697	0.1778417803
698	0.1777493914
699	0.1776879119
700	0.1776191731
701	0.1775057114
702	0.1773832031
703	0.1773021372
704	0.177213234
705	0.1771096601
706	0.1770244276
707	0.1768589958
708	0.1767283637
709	0.1766244196
710	0.176537152
711	0.1764358344
712	0.1763506264
713	0.1761943244
714	0.1761313995
715	0.1760571102
716	0.1759092517
717	0.1758005205
718	0.1757073465
719	0.1756365909
720	0.1755481339
721	0.1754023594
722	0.1753092999
723	0.1751866804
724	0.1751299867
725	0.1750660207
726	0.1749756748
727	0.1748704779
728	0.1748140566
729	0.1747157519
730	0.174644623
731	0.1745818121
732	0.1744710709
733	0.1743726824
734	0.1743048685
735	0.1742246554
736	0.1741514914
737	0.1740182827
738	0.173952511
739	0.1738135885
740	0.1736349576
741	0.1735382102
742	0.1735012912
743	0.1733691009
744	0.1732991647
745	0.173212796
746	0.1731654293
747	0.1730623471
748	0.1729800254
749	0.1729262164
750	0.1728480503
751	0.1727748756
752	0.1726577625
753	0.1725565863
754	0.1724892708
755	0.172401371
756	0.1723102988
757	0.1720929266
758	0.172009464
759	0.171957875
760	0.1718920933
761	0.1718420096
762	0.1717864851
763	0.1717391376
764	0.171678063
765	0.1715907066
766	0.1714844923
767	0.1714509921
768	0.1714013589
769	0.1712909052
770	0.1712176754
771	0.1710824124
772	0.1710509583
773	0.1709254183
774	0.1708684818
775	0.1708071264
776	0.1706760332
777	0.1706288751
778	0.170583841
779	0.1705185541
780	0.1704355286
781	0.1703799123
782	0.1702773521
783	0.1702112451
784	0.1701317959
785	0.170087794
786	0.1699749211
787	0.1698595344
788	0.1697757906
789	0.1696667728
790	0.1696314902
791	0.169574109
792	0.1695079128
793	0.1694206319
794	0.1693511034
795	0.1692628861
796	0.1691811027
797	0.1691006208
798	0.1688992791
799	0.1688172636
800	0.168769025
801	0.1687081255
802	0.1685967442
803	0.1685184294
804	0.1684604786
805	0.1684000167
806	0.1683094974
807	0.1682541257
808	0.1681939587
809	0.168129566
810	0.1680710807
811	0.167993286
812	0.1679380482
813	0.1678766832
814	0.1678070243
815	0.1677299108
816	0.167549115
817	0.1674916074
818	0.167448114
819	0.1673685953
820	0.1672727518
821	0.1671978495
822	0.1670970084
823	0.1670095155
824	0.1669270239
825	0.1668052068
826	0.1666675724
827	0.1666076843
828	0.1665394897
829	0.1664805439
830	0.1664500232
831	0.1663791875
832	0.166285655
833	0.1661780795
834	0.1661004152
835	0.1659738043
836	0.1659094359
837	0.1658374191
838	0.1657649543
839	0.1656397148
840	0.1655950084
841	0.1655197085
842	0.1654580943
843	0.1652861704
844	0.1652230185
845	0.1651491358
846	0.1650182822
847	0.1649482554
848	0.1648769725
849	0.1648361562
850	0.1647457646
851	0.1646386948
852	0.1645834561
853	0.1645267509
854	0.1644283882
855	0.1642420237
856	0.1640805454
857	0.1640086911
858	0.1638999718
859	0.1638108789
860	0.1636946143
861	0.1635767123
862	0.1635068263
863	0.1633568273
864	0.1631868035
865	0.1630999856
866	0.1630108661
867	0.1629184904
868	0.1628228178
869	0.1627941777
870	0.1626630997
871	0.1625763603
872	0.1625330803
873	0.1624815352
874	0.1623942686
875	0.1623298641
876	0.1622993766
877	0.1622156598
878	0.1620873354
879	0.1619723265
880	0.161887156
881	0.1617902393
882	0.1616533072
883	0.1615701549
884	0.1614539191
885	0.1613570973
886	0.1612576147
887	0.1612122295
888	0.1611491898
889	0.1610913825
890	0.1610419303
891	0.1609825638
892	0.1608952341
893	0.1608415556
894	0.1607545621
895	0.1607129056
896	0.1606388912
897	0.1605692669
898	0.1604769587
899	0.160340758
900	0.160310879
901	0.1602987365
902	0.1602147209
903	0.1601391727
904	0.1599983613
905	0.1599066876
906	0.159828227
907	0.1597107146
908	0.1596732005
909	0.1595571741
910	0.1594788403
911	0.1594125937
912	0.1593623182
913	0.1593280577
914	0.1592707754
915	0.1591738432
916	0.1591016329
917	0.1590463581
918	0.1590142449
919	0.1589155384
920	0.1588814603
921	0.1588160556
922	0.1586954536
923	0.1586420208
924	0.1585412389
925	0.1584663676
926	0.1583480785
927	0.1581960278
928	0.1581336987
929	0.1580859846
930	0.1580209385
931	0.1579410369
932	0.1578769716
933	0.1578165917
934	0.157739004
935	0.157682186
936	0.1576118954
937	0.1575416157
938	0.1574821911
939	0.1573621732
940	0.1572508514
941	0.1571683633
942	0.1570978363
943	0.1570031628
944	0.1569407473
945	0.156801948
946	0.1567580295
947	0.1566537856
948	0.1565846124
949	0.156472046
950	0.1564297225
951	0.1563361763
952	0.1562178183
953	0.1561081383
954	0.1559978211
955	0.155898602
956	0.1558133203
957	0.1556392508
958	0.1555747856
959	0.1554852426
960	0.1553777437
961	0.1552411302
962	0.155132689
963	0.1550125138
964	0.1549535281
965	0.1548758386
966	0.1548236645
967	0.1547797631
968	0.1547319161
969	0.1547055513
970	0.1546416736
971	0.1545863964
972	0.1544992819
973	0.154445948
974	0.1543746378
975	0.1543329887
976	0.1542403832
977	0.1541654135
978	0.1540728801
979	0.1540300047
980	0.1539623528
981	0.1539218225
982	0.153844764
983	0.1537593124
984	0.1536531695
985	0.1536108922
986	0.1535560131
987	0.1534863703
988	0.1533908222
989	0.1533107846
990	0.1532540627
991	0.1531876
992	0.153130497
993	0.153037328
994	0.1529852084
995	0.1529004492
996	0.1528249508
997	0.1527436359
998	0.1526997504
999	0.1526372597
