iter	Passed	Remaining
403	6730	9929
404	6744	9908
405	6758	9888
406	6772	9867
407	6786	9847
408	6803	9831
409	6820	9814
410	6834	9795
411	6849	9775
412	6863	9754
413	6879	9738
414	6893	9717
415	6907	9697
416	6922	9677
417	6936	9658
418	6950	9638
419	6965	9618
420	6979	9598
421	6994	9579
422	7008	9559
423	7023	9541
424	7037	9521
425	7051	9501
426	7065	9481
427	7079	9461
428	7094	9442
429	7108	9423
430	7123	9403
431	7138	9386
432	7159	9374
433	7174	9356
434	7189	9338
435	7205	9320
436	7219	9301
437	7233	9281
438	7248	9262
439	7262	9243
440	7280	9228
441	7295	9210
442	7310	9191
443	7324	9171
444	7338	9152
445	7353	9134
446	7368	9115
447	7382	9096
448	7397	9078
449	7411	9058
450	7425	9039
451	7440	9021
452	7454	9001
453	7469	8982
454	7486	8967
455	7503	8950
456	7521	8936
457	7537	8919
458	7552	8901
459	7576	8894
460	7593	8878
461	7609	8861
462	7625	8844
463	7643	8829
464	7666	8821
465	7683	8804
466	7699	8787
467	7713	8768
468	7728	8750
469	7743	8731
470	7757	8712
471	7771	8693
472	7792	8681
473	7818	8676
474	7834	8659
475	7848	8640
476	7862	8621
477	7877	8603
478	7892	8584
479	7906	8565
480	7921	8547
481	7936	8528
482	7951	8511
483	7966	8493
484	7981	8475
485	7998	8458
486	8013	8440
487	8028	8423
488	8043	8404
489	8061	8390
490	8075	8371
491	8089	8352
492	8104	8334
493	8118	8315
494	8132	8296
495	8147	8278
496	8160	8259
497	8176	8242
498	8192	8225
499	8206	8206
500	8221	8188
501	8236	8171
502	8253	8154
503	8271	8140
504	8288	8124
505	8308	8111
506	8326	8096
507	8343	8080
508	8359	8064
509	8375	8047
510	8392	8030
511	8408	8014
512	8426	7999
513	8441	7981
514	8456	7963
515	8470	7945
516	8484	7926
517	8498	7907
518	8513	7889
519	8528	7872
520	8543	7854
521	8558	7836
522	8572	7818
523	8588	7801
524	8602	7782
525	8616	7764
526	8632	7747
527	8653	7736
528	8671	7720
529	8687	7703
530	8702	7686
531	8718	7669
532	8733	7651
533	8747	7633
534	8762	7615
535	8778	7599
536	8793	7581
537	8807	7563
538	8821	7544
539	8841	7531
540	8855	7513
541	8870	7495
542	8884	7477
543	8900	7460
544	8914	7442
545	8928	7423
546	8942	7405
547	8956	7387
548	8970	7368
549	8986	7352
550	9000	7334
551	9024	7324
552	9041	7308
553	9056	7290
554	9070	7272
555	9085	7255
556	9100	7237
557	9114	7219
558	9128	7201
559	9142	7183
560	9156	7165
561	9175	7151
562	9196	7138
563	9214	7123
564	9230	7106
565	9250	7093
566	9264	7074
567	9278	7056
568	9292	7038
569	9306	7020
570	9320	7002
571	9335	6985
572	9349	6967
573	9363	6949
574	9381	6933
575	9396	6916
576	9411	6899
577	9425	6881
578	9439	6863
579	9453	6845
580	9467	6827
581	9482	6810
582	9496	6792
583	9510	6774
584	9525	6757
585	9539	6739
586	9554	6722
587	9568	6704
588	9582	6686
589	9596	6668
590	9610	6650
591	9624	6633
592	9641	6617
593	9655	6599
594	9669	6581
595	9686	6565
596	9700	6548
597	9715	6531
598	9729	6513
599	9745	6496
600	9763	6482
601	9779	6465
602	9794	6448
603	9808	6430
604	9822	6413
605	9846	6401
606	9862	6385
607	9879	6369
608	9893	6352
609	9907	6334
610	9922	6317
611	9936	6299
612	9950	6281
613	9963	6263
614	9977	6246
615	9992	6228
616	10006	6211
617	10020	6194
618	10041	6180
619	10056	6163
620	10070	6145
621	10085	6129
622	10100	6112
623	10114	6094
624	10128	6076
625	10142	6059
626	10155	6041
627	10169	6024
628	10186	6008
629	10201	5991
630	10215	5973
631	10229	5956
632	10245	5940
633	10262	5924
634	10281	5909
635	10299	5894
636	10312	5876
637	10326	5859
638	10343	5843
639	10358	5826
640	10372	5809
641	10386	5791
642	10400	5774
643	10414	5757
644	10430	5740
645	10444	5723
646	10458	5705
647	10472	5688
648	10486	5671
649	10500	5653
650	10514	5636
651	10527	5619
652	10542	5601
653	10556	5584
654	10572	5568
655	10585	5550
656	10599	5533
657	10614	5516
658	10629	5500
659	10644	5483
660	10658	5466
661	10671	5448
662	10685	5431
663	10700	5414
664	10714	5397
665	10728	5380
666	10745	5364
667	10763	5349
668	10780	5333
669	10800	5319
670	10816	5303
671	10841	5291
672	10858	5276
673	10873	5259
674	10888	5242
675	10902	5225
676	10916	5208
677	10930	5191
678	10944	5174
679	10958	5156
680	10984	5145
681	11001	5129
682	11017	5113
683	11031	5096
684	11045	5079
685	11059	5062
686	11074	5045
687	11089	5028
688	11103	5011
689	11117	4994
690	11131	4977
691	11146	4961
692	11161	4944
693	11186	4932
694	11201	4915
695	11219	4900
696	11232	4883
697	11251	4868
698	11265	4851
699	11280	4834
700	11293	4817
701	11308	4800
702	11324	4784
703	11338	4767
704	11353	4750
705	11371	4735
706	11385	4718
707	11401	4702
708	11417	4685
709	11432	4669
710	11446	4652
711	11460	4635
712	11475	4619
713	11489	4602
714	11503	4585
715	11518	4568
716	11533	4552
717	11546	4535
718	11561	4518
719	11580	4503
720	11602	4489
721	11617	4473
722	11635	4457
723	11650	4441
724	11665	4424
725	11679	4407
726	11693	4391
727	11707	4374
728	11721	4357
729	11740	4342
730	11765	4329
731	11783	4314
732	11798	4297
733	11813	4281
734	11828	4264
735	11843	4248
736	11857	4231
737	11872	4214
738	11885	4197
739	11899	4181
740	11914	4164
741	11929	4147
742	11953	4134
743	11971	4119
744	11985	4102
745	11999	4085
746	12014	4069
747	12030	4053
748	12048	4037
749	12069	4023
750	12084	4006
751	12099	3990
752	12116	3974
753	12131	3957
754	12145	3941
755	12160	3924
756	12175	3908
757	12190	3891
758	12205	3875
759	12219	3858
760	12234	3842
761	12249	3826
762	12269	3810
763	12292	3797
764	12306	3780
765	12321	3764
766	12336	3747
767	12349	3730
768	12363	3714
769	12378	3697
770	12393	3681
771	12407	3664
772	12420	3647
773	12437	3631
774	12450	3614
775	12464	3598
776	12481	3582
777	12496	3565
778	12509	3549
779	12524	3532
780	12539	3516
781	12553	3499
782	12567	3483
783	12582	3466
784	12597	3450
785	12611	3433
786	12626	3417
787	12640	3400
788	12654	3384
789	12668	3367
790	12682	3351
791	12697	3334
792	12715	3319
793	12730	3302
794	12744	3286
795	12759	3269
796	12774	3253
797	12789	3237
798	12804	3221
799	12819	3204
800	12835	3188
801	12849	3172
802	12864	3155
803	12879	3139
804	12894	3123
805	12908	3107
806	12922	3090
807	12936	3074
808	12950	3057
809	12964	3041
810	12979	3024
811	12994	3008
812	13009	2992
813	13025	2976
814	13043	2960
815	13061	2945
816	13079	2929
817	13096	2913
818	13110	2897
819	13125	2881
820	13140	2864
821	13154	2848
822	13168	2832
823	13183	2815
824	13197	2799
825	13212	2783
826	13227	2767
827	13244	2751
828	13258	2734
829	13278	2719
830	13296	2704
831	13312	2688
832	13327	2671
833	13342	2655
834	13355	2639
835	13370	2622
836	13385	2606
837	13402	2590
838	13416	2574
839	13430	2558
840	13445	2542
841	13469	2527
842	13485	2511
843	13501	2495
844	13515	2479
845	13529	2462
846	13544	2446
847	13561	2430
848	13585	2416
849	13654	2409
850	13701	2398
851	13760	2390
852	13797	2377
853	13838	2365
854	13874	2352
855	13913	2340
856	13933	2324
857	13949	2308
858	13964	2292
859	13978	2275
860	13993	2259
861	14013	2243
862	14040	2228
863	14057	2212
864	14072	2196
865	14088	2179
866	14102	2163
867	14116	2146
868	14135	2130
869	14162	2116
870	14181	2100
871	14199	2084
872	14213	2067
873	14228	2051
874	14242	2034
875	14256	2018
876	14270	2001
877	14286	1985
878	14301	1968
879	14315	1952
880	14329	1935
881	14346	1919
882	14360	1902
883	14375	1886
884	14391	1870
885	14405	1853
886	14419	1837
887	14432	1820
888	14448	1804
889	14462	1787
890	14476	1770
891	14493	1754
892	14515	1739
893	14530	1722
894	14549	1706
895	14563	1690
896	14577	1673
897	14591	1657
898	14605	1640
899	14625	1625
900	14645	1609
901	14660	1592
902	14678	1576
903	14695	1560
904	14709	1544
905	14724	1527
906	14739	1511
907	14763	1495
908	14778	1479
909	14795	1463
910	14809	1446
911	14823	1430
912	14838	1413
913	14851	1397
914	14866	1381
915	14891	1365
916	14907	1349
917	14922	1332
918	14937	1316
919	14954	1300
920	14969	1284
921	14984	1267
922	14999	1251
923	15012	1234
924	15027	1218
925	15041	1202
926	15055	1185
927	15069	1169
928	15087	1153
929	15102	1136
930	15116	1120
931	15131	1104
932	15146	1087
933	15161	1071
934	15176	1055
935	15191	1038
936	15205	1022
937	15228	1006
938	15245	990
939	15261	974
940	15276	957
941	15291	941
942	15305	925
943	15318	908
944	15333	892
945	15348	876
946	15365	859
947	15379	843
948	15394	827
949	15410	811
950	15427	794
951	15442	778
952	15457	762
953	15473	746
954	15488	729
955	15503	713
956	15518	697
957	15533	681
958	15550	664
959	15571	648
960	15602	633
961	15616	616
962	15631	600
963	15646	584
964	15664	568
965	15681	551
966	15694	535
967	15708	519
968	15722	502
969	15759	487
970	15774	471
971	15790	454
972	15805	438
973	15828	422
974	15844	406
975	15860	390
976	15875	373
977	15890	357
978	15904	341
979	15918	324
980	15933	308
981	15946	292
982	15960	276
983	15975	259
984	15989	243
985	16002	227
986	16020	211
987	16035	194
988	16050	178
989	16065	162
990	16079	146
991	16094	129
992	16108	113
993	16122	97
994	16137	81
995	16156	64
996	16177	48
997	16199	32
998	16214	16
999	16231	0
